sample_id,field_id,class,road_class,urbimpact,water_factor,soil_ph,loi_105_gkg,tc_105_gkg,tn_105_gkg,tic_105_gkg,toc_105_gkg,cn_ratio,Na_40_gkg,Mg_40_gkg,K_40_gkg,Ca_40_gkg,Mn_40_gkg,Fe_40_gkg,P_40_gkg,S_40_gkg,Cu_40_gkg,Zn_40_gkg,Pb_40_gkg,Cd_40_gkg,Al_40_gkg,Si_40_gkg,undissolved_silicates_percent,Na_105_gkg,Mg_105_gkg,K_105_gkg,Ca_105_gkg,Mn_105_gkg,Fe_105_gkg,P_105_gkg,S_105_gkg,Cu_105_gkg,Zn_105_gkg,Pb_105_gkg,Cd_105_gkg,Al_105_gkg,Si_105_gkg
586,sepe 6b,Long-term,uninf_road,Mid-high,1.023699289,6.34,36.49890503,15.01875684,1.199758256,0.008345418,15.01041142,12.5111966,0.035411075,0.594134536,1.78873859,0.984804285,0.254630422,12.62774155,0.197887324,0.153682894,0.004073813,0.025662454,0.027495523,0.000621665,43.7583796,0.18928775,83.86219402,0.036250292,0.608215102,1.831130423,1.008143447,0.260664982,12.92701004,0.202577113,0.157325069,0.00417036,0.026270636,0.028147148,0.000636398,44.79542208,0.193773736
589,sewia 1b,Short-term,inf_road,Mid-low,1.004227042,7.4,8.620212275,3.778906359,0.048202898,0.978740572,2.800165787,58.09123315,0,0.168619279,0.545116709,0.514040898,0.044755636,4.879711168,0.072433622,0.037542107,0.000900592,0.0265762,0.00650394,0.000333457,9.931409522,0.131109132,96.02605863,0,0.16933204,0.54742094,0.516213771,0.04494482,4.900337912,0.072739802,0.037700799,0.000904399,0.026688539,0.006531432,0.000334866,9.973390007,0.131663336
592,sewia 2b,Short-term,inf_road,Mid-low,1.040210831,7.93,24.74450793,8.000261503,0.639729661,0.586955378,7.413306125,11.58818572,0.055382944,0.788426484,2.675829757,1.533673429,0.155637055,13.78141618,0.154867679,0.095979613,0.002865446,0.018057782,0.032321881,0.000750029,48.07909739,0.133165307,83.72933884,0.057609938,0.820129768,2.783427096,1.595343712,0.161895351,14.33557838,0.161095037,0.099839033,0.002980668,0.0187839,0.03362157,0.000780188,50.01239786,0.138519995
595,sewia 3b,Short-term,inf_road,Mid-low,1.006486113,7.06,20.77422727,9.183179297,0.700514335,0.322678808,8.860500489,12.64856413,0.000603431,0.294179461,0.757456174,0.973689339,0.064165132,8.735697893,0.101004801,0.080222111,0.001661058,0.006971251,0.012466314,0.00036964,19.224313,0.17217905,92.19354839,0.000607345,0.296087542,0.762369121,0.980004799,0.064581315,8.792358619,0.10165993,0.080742441,0.001671832,0.007016467,0.012547172,0.000372037,19.34900407,0.173295822
599,sewia 4c,Short-term,uninf_road,Low,1.013748134,6.23,43.36554325,18.64282819,2.001138817,0.281031418,18.36179677,9.175673679,0.007812363,0.489613221,0.695508015,1.357875717,0.217313365,11.48994104,0.216382806,0.191694496,0.006381601,0.013978422,0.03193389,0.000576739,44.78300731,0.172883887,82.80166436,0.007919768,0.49634449,0.705069952,1.376543975,0.220301018,11.64790629,0.219357666,0.194329938,0.006469336,0.014170599,0.032372921,0.000584668,45.3986901,0.175260718
601,sewia 5b,Short-term,uninf_road,Low,1.011045606,5.79,34.09343715,16.16661924,1.521623637,,16.16661924,10.62458472,0.011594367,0.349005694,0.566435359,0.7572779,0.165562265,8.565045759,0.144908179,0.14503654,0.002883342,0.011935084,0.024916146,0.000349996,38.72693189,0.122320958,84.67507274,0.011722434,0.352860674,0.572691981,0.765642494,0.167391,8.659651882,0.146508778,0.146638557,0.00291519,0.012066914,0.02519136,0.000353862,39.15469433,0.123672067
603,sewia 6a,Short-term,uninf_road,Low,1.010989466,5.69,37.42834082,14.68967694,1.416396242,,14.68967694,10.37116345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,sokoban 1a,Short-term,uninf_road,Low,1.052909773,8.6,54.09376817,32.00845711,2.424851208,9.744970427,22.26348668,9.181382597,0.232384258,4.382493353,3.678223595,22.43199729,0.425261359,31.43879915,0.56652259,0.20327484,0.018274861,0.022593999,0.037518927,0.001878583,53.37592921,0.105866285,67.81914894,0.244679656,4.614370083,3.872837571,23.61886918,0.447761841,33.10221889,0.596497171,0.214030065,0.01924178,0.023789442,0.039504045,0.001977979,56.20003752,0.111467646
611,sokoban 2c,Short-term,uninf_road,Low,1.022994364,7.74,59.95268412,27.23210998,2.369254948,1.722098155,25.51001183,10.7671029,0.058388512,1.24485068,2.501639386,5.2062286,0.662265814,18.91644106,0.429068556,0.203197682,0.013547212,0.038200163,0.032764862,0.001245964,34.87998551,0.212535104,80.88033012,0.059731118,1.27347523,2.559162994,5.325942517,0.677494195,19.3514126,0.438934715,0.207870083,0.013858721,0.039078551,0.033518269,0.001274614,35.6820286,0.217422214
614,sokoban 3c,Short-term,uninf_road,Low,1.012294489,5.97,38.07258815,13.12945952,0.859438021,,13.12945952,15.27679623,0.12265189,0.490296378,1.601037308,0.950246274,0.48821485,16.16003853,0.170857364,0.120958863,0.00991489,0.017649025,0.018803093,0.00099973,26.91114302,0.121411303,87.09077381,0.124159832,0.496324322,1.620721243,0.961929067,0.494217202,16.35871794,0.172957968,0.12244599,0.010036788,0.017866011,0.019034268,0.001012022,27.24200177,0.122903993
617,sokoban 4c,Short-term,uninf_road,Low,1.03319231,6.35,67.71274032,20.47787158,1.692369003,0.069645897,20.40822568,12.0589692,0.029482065,0.611722221,1.322107176,1.611247058,0.418149548,25.38684763,0.22612938,0.188107232,0.007511747,0.021622578,0.028954883,0.001393963,47.58473058,0.156897456,78.16677276,0.030460642,0.632026695,1.365990967,1.664728069,0.432028898,26.22949574,0.233635136,0.194350946,0.007761079,0.022340282,0.029915963,0.001440232,49.1641777,0.162105245
620,sokoban 5c,Short-term,uninf_road,Low,1.02980045,5.94,33.63510559,19.78246664,1.683723736,,19.78246664,11.74923547,0.027163074,0.627940152,1.77413026,1.376407605,0.274137397,18.68776168,0.234955788,0.209277963,0.007705653,0.014394139,0.043051304,0.001437417,55.21062454,0.055523092,77.65957447,0.027972545,0.646653051,1.82700014,1.417425171,0.282306815,19.24466539,0.241957576,0.21551454,0.007935285,0.01482309,0.044334253,0.001480253,56.85592599,0.057177705
623,sokoban 6c,Short-term,uninf_road,Low,1.029716942,5.03,57.49356686,13.9732589,1.094589109,,13.9732589,12.76575729,0.02213725,0.448235376,1.098695534,0.483698424,0.190624312,10.58234942,0.13326981,0.145284649,0.003835035,0.012145425,0.037611648,0.000782121,53.68248049,0.023692764,79.53238789,0.022795101,0.461555561,1.131345406,0.498072462,0.196289083,10.89682448,0.137230181,0.149602064,0.003949,0.01250635,0.038729351,0.000805363,55.27775964,0.024396841
626,sokoban 7c,Short-term,inf_road,Mid-low,1.01510797,7.71,58.4338891,29.27571386,2.126651198,2.267355005,27.00835886,12.69994764,0.23142731,1.068298246,3.24445155,9.381494622,0.351211637,20.64606897,0.55629243,0.220384996,0.034955563,0.360843846,0.107241333,0.002172055,31.56194163,0.065059469,80.51948052,0.234923707,1.084438064,3.293468628,9.523229964,0.356517732,20.95798916,0.56469688,0.223714565,0.03548367,0.366295464,0.108861532,0.00220487,32.0387785,0.066042385
627,sokoban 8a,Short-term,inf_road,Mid-low,1.063326557,6.42,73.21903884,25.23273919,2.556237042,0.344803346,24.88793584,9.736161175,0.247876593,0.676416628,3.319588959,2.386670382,0.418411887,27.29466909,0.367380585,0.221293694,0.020721738,0.032351316,0.031622904,0.002412913,44.17680994,0.021722903,75.898931,0.263573764,0.719251764,3.529807098,2.537809999,0.444908471,29.0231465,0.390645533,0.235307461,0.022033975,0.034400013,0.033625474,0.002565714,46.9743752,0.02309854
631,sokoban 9b,Short-term,uninf_road,Low,1.010088983,6.54,43.93589408,13.32307369,1.209076513,0.283658992,13.03941469,10.78460673,0.133841003,0.52499661,2.261876392,1.42451757,0.336305437,20.42459469,0.216883939,0.139059674,0.014791451,0.02736346,0.017755221,0.001393054,38.09912143,0.056427369,83.26756117,0.135191322,0.530293292,2.284696425,1.438889503,0.339698417,20.63065808,0.219072077,0.140462645,0.014940682,0.02763953,0.017934353,0.001407108,38.48350282,0.056996664
633,tetrefu 1a,Short-term,inf_road,Mid-low,1.012502675,5.04,43.17345805,11.1274044,0.925427445,,11.1274044,12.02407002,0.115098608,0.443532924,1.286294575,0.369682254,0.23080336,21.58094271,0.14493811,0.118521284,0.00796078,0.010352607,0.018946749,0.001470488,38.49784517,0.050822341,83.74717833,0.116537649,0.449078272,1.302376698,0.374304271,0.233689019,21.85076222,0.146750224,0.120003117,0.008060311,0.010482043,0.019183634,0.001488873,38.97917121,0.051457756
637,tetrefu 2b,Short-term,inf_road,Mid-low,1.01997595,6.38,77.24115929,33.82240251,3.371020516,,33.82240251,10.0332829,0.211337935,0.895295277,2.225369769,2.216901952,0.658638817,35.63293417,0.331682259,0.231494874,0.019574096,0.025440757,0.02086196,0.002580114,51.68697819,0.062365273,73.5395189,0.215559611,0.913179651,2.269823645,2.261186676,0.671795753,36.34473589,0.338307927,0.236119204,0.019965107,0.02594896,0.021278697,0.002631654,52.7194747,0.063611078
640,tetrefu 3b,Short-term,inf_road,Mid-low,1.006469223,5.62,56.17882953,21.40760038,2.099494799,,21.40760038,10.19654842,0.140833439,0.495741305,1.434538588,1.218163168,0.302496288,24.24759379,0.252148094,0.206276154,0.012966326,0.011453787,0.019705149,0.001618922,36.90728895,0.03374531,81.34535368,0.141744522,0.498948366,1.443818938,1.226043737,0.304453204,24.40445688,0.253779297,0.2076106,0.013050208,0.011527884,0.019832626,0.001629396,37.14605043,0.033963616
643,tetrefu 4b,Short-term,uninf_road,Low,1.009046194,5.73,38.02038436,12.1690971,1.236081588,,12.1690971,9.844897959,0.179506128,0.587197844,3.209918169,0.851386646,0.252021831,18.8753303,0.184584322,0.124549928,0.012400927,0.014071361,0.017998367,0.001400014,32.82563854,0.041224647,85.44891641,0.181129975,0.59250975,3.238955712,0.859088455,0.254301669,19.0460802,0.186254108,0.125676631,0.012513109,0.014198653,0.018161184,0.001412679,33.12258565,0.041597574
645,tetrefu 5a,Short-term,uninf_road,Low,1.012149902,5.21,57.06030718,17.26727733,1.65790154,,17.26727733,10.41514042,0.245374521,0.701149269,3.402134869,0.751060211,0.333619675,27.65351351,0.222760765,0.171642244,0.01532757,0.016352379,0.035968783,0.001932627,52.33981855,0.030298194,77.37330478,0.248355797,0.709668164,3.443470475,0.760185519,0.337673121,27.989501,0.225467286,0.17372768,0.015513798,0.016551058,0.0364058,0.001956108,52.97574222,0.030666314
650,tetrefu 6c,Short-term,uninf_road,Low,1.010075051,5.7,45.32918947,12.67644188,1.358550943,,12.67644188,9.330855019,0.114309704,0.561557341,2.04103493,0.713878631,0.373006596,22.6531896,0.224093507,0.143683679,0.01244909,0.018668729,0.027315967,0.001625431,38.87567556,0.050466739,82.95231875,0.11546138,0.567215059,2.06159846,0.721070994,0.376764656,22.88142163,0.226351261,0.145131299,0.012574516,0.018856818,0.027591176,0.001641807,39.26734996,0.050975194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
