sample_id,field_id,class,road_class,urbimpact,water_factor,soil_ph,loi_105_gkg,tc_105_gkg,tn_105_gkg,tic_105_gkg,toc_105_gkg,cn_ratio,Na_40_gkg,Mg_40_gkg,K_40_gkg,Ca_40_gkg,Mn_40_gkg,Fe_40_gkg,P_40_gkg,S_40_gkg,Cu_40_gkg,Zn_40_gkg,Pb_40_gkg,Cd_40_gkg,Al_40_gkg,Si_40_gkg,undissolved_silicates_percent,Na_105_gkg,Mg_105_gkg,K_105_gkg,Ca_105_gkg,Mn_105_gkg,Fe_105_gkg,P_105_gkg,S_105_gkg,Cu_105_gkg,Zn_105_gkg,Pb_105_gkg,Cd_105_gkg,Al_105_gkg,Si_105_gkg
277,ekyem 2c,Short-term,inf_road,Mid-low,1.009110495,6.84,31.43748732,12.62397229,1.169559064,0.042258125,12.58171417,10.75765608,0.049764601,0.347844095,0.960446966,1.090951954,0.155697387,9.388386824,0.198893046,0.111099859,0.004840776,0.01069263,0.01428773,0.000407531,18.87545334,0.143547671,90.75182967,0.050217981,0.351013127,0.969197113,1.100891066,0.157115867,9.473919675,0.20070506,0.112112034,0.004884878,0.010790045,0.014417898,0.000411243,19.04741807,0.144855461
279,ekyem 3b,Short-term,inf_road,Mid-low,1.020471627,6.66,43.46367601,16.21529415,1.358247736,0.231276717,15.98401744,11.76811639,0.089469443,0.51142998,2.106183927,1.14517876,0.20951503,15.61854508,0.285825748,0.142641414,0.006328327,0.022026057,0.002547961,0.000718265,34.49010425,0.122220809,85.04837291,0.091301028,0.521899784,2.149300939,1.168622433,0.213804144,15.93828212,0.291677066,0.145561516,0.006457878,0.022476967,0.002600122,0.000732969,35.1961728,0.124722868
281,emena 1a,Short-term,uninf_road,Low,1.008895179,5.26,35.44758542,11.92662504,0.971173343,,11.92662504,12.28063469,0.059757644,0.414368226,0.831891658,0.481254532,0.137742656,14.81950979,0.150804786,0.117982841,0.005068847,0.011588538,0.01385363,0.000685923,36.52538548,0.296129173,85.10638298,0.060289199,0.418054106,0.839291483,0.485535377,0.138967901,14.95133199,0.152146221,0.119032319,0.005113936,0.01169162,0.01397686,0.000692025,36.85028532,0.298763295
285,emena 2b,Short-term,uninf_road,Low,1.013216705,5.57,24.25729372,10.75407516,0.873088691,,10.75407516,12.3172769,0.057740657,0.384504146,0.966571375,0.427705162,0.116086641,13.82494118,0.146110572,0.107700324,0.00271384,0.0104894,0.004164893,0.000648675,29.10348027,0.289738047,88.09012876,0.058503798,0.389586024,0.979346263,0.433358015,0.117620923,14.00766135,0.148041673,0.109123768,0.002749708,0.010628035,0.004219939,0.000657249,29.48813238,0.293567429
288,emena 3b,Short-term,uninf_road,Low,1.012393969,6.51,30.38491838,10.55647924,0.942490625,0.485801053,10.07067819,10.68517598,0.052516821,0.368030797,0.701566516,0.663864473,0.249191927,11.01652816,0.178146967,0.10255628,0.004393865,0.010162338,0.007366991,0.000324776,25.08494449,0.158045323,90.25641026,0.053167713,0.372592159,0.71026171,0.672092389,0.252280404,11.15306667,0.180354915,0.103827359,0.004448322,0.01028829,0.007458298,0.000328801,25.39584651,0.160004132
290,esereso 1a,Short-term,uninf_road,Low,1.045321089,6.97,83.8000388,35.09084653,3.091103121,0.285244275,34.80560225,11.25992919,0.084865486,0.663473766,1.725473356,2.189329208,0.184119966,16.63058767,0.261579648,0.257453404,0.005173302,0.021275459,0.024750079,0.000776075,77.54553885,0.216577406,71.50423729,0.088711682,0.693543119,1.803673687,2.288551992,0.192464483,17.38430402,0.273434723,0.269121472,0.005407762,0.022239686,0.025871779,0.000811247,81.05998712,0.22639293
294,esereso 2b,Short-term,uninf_road,Low,1.007343257,8.14,39.3203496,11.5340803,0.987196392,1.092003562,10.44207673,10.57750699,0.07361557,0.491476064,1.18554153,2.337969465,0.15725144,11.53275696,0.198032353,0.11906652,0.003935191,0.033945283,0.010414841,0.000513139,38.00374554,0.189876289,85.94950604,0.074156148,0.495085099,1.194247267,2.355137777,0.158406178,11.61744496,0.199486556,0.119940857,0.003964089,0.034194552,0.01049132,0.000516907,38.28281682,0.191270599
297,esereso 3b,Short-term,uninf_road,Low,1.015947786,5.66,62.30299622,17.62669409,1.779940521,,17.62669409,9.902968037,0.058033135,0.49513049,1.002645531,0.848800984,0.153506049,13.16418898,0.170521864,0.166167217,0.002445312,0.01329268,0.031344364,0.000627224,52.71669517,0.116209448,80.08130081,0.058958635,0.503026725,1.018635508,0.86233748,0.155954131,13.37412864,0.173241311,0.168817216,0.002484309,0.013504668,0.031844238,0.000637226,53.55740974,0.118062731
299,forest _ref 3c,Forest,uninf_road,Forest,1.016432088,5.36,75.82795997,18.28561326,1.774690425,,18.28561326,10.30355097,0.132877582,0.85212295,3.020321516,1.499128753,0.180420504,17.13698886,0.29095895,0.293079481,0.00337795,0.02086187,0.019066906,0.000794513,55.04121399,0.235449431,74.68085106,0.135061038,0.866125109,3.069951704,1.523762568,0.18338519,17.41858537,0.295740013,0.297895388,0.003433457,0.021204674,0.019380215,0.000807568,55.94565605,0.239318356
300,forest_ref 1a,Forest,uninf_road,Forest,1.008986693,5.16,43.58595817,14.23597573,1.329619972,,14.23597573,10.70680047,0.06590925,0.45868491,1.131397629,0.433596217,0.255128767,15.84094226,0.201258351,0.139680397,0.003343432,0.011170098,0.008790712,0.000702348,32.6268959,0.313433789,85.86387435,0.066501557,0.462806971,1.141565152,0.437492814,0.257421531,15.98329995,0.203066998,0.140935662,0.003373479,0.01127048,0.008869712,0.00070866,32.9201038,0.316250522
301,forest_ref 1b,Forest,uninf_road,Forest,1.126976217,6,55.0396376,22.5841,2.016931666,0.247203535,22.33689646,11.07469174,0.071904842,0.663050771,1.224380245,0.957026417,0.315210043,17.80572654,0.253083091,0.196426345,0.007091693,0.014625941,0.000643823,0.000953989,39.32352016,0.3481263,82.60456274,0.081035047,0.74724245,1.379847417,1.078546011,0.355234222,20.06663034,0.285218625,0.221367819,0.00799217,0.016483087,0.000725573,0.001075123,44.31667201,0.392330061
302,forest_ref 1c,Forest,uninf_road,Forest,1.031325163,5.56,63.77276372,19.24964671,1.761060483,,19.24964671,10.930713,0.096887077,0.78042763,1.840896649,0.811954571,0.237905292,22.3831586,0.249528021,0.205763148,0.005740086,0.020268434,0.012724631,0.000904458,60.18709834,0.467065781,75.39906103,0.09992208,0.804874653,1.898563037,0.83738918,0.245357714,23.0843147,0.257344527,0.212208712,0.005919895,0.020903346,0.013123232,0.000932791,62.07246901,0.481696692
303,forest_ref 2a,Forest,uninf_road,Forest,1.007938081,4.94,35.91486148,12.82578299,1.066978081,,12.82578299,12.02066211,0.083750501,0.584605432,1.428790875,0.732722064,0.341950678,20.52189872,0.249457875,0.198286863,0.003080908,0.015708241,,0.000959293,37.6667198,0.390162128,86.18042226,0.084415319,0.589246077,1.440132733,0.738538471,0.344665111,20.68480322,0.251438092,0.19986088,0.003105364,0.015832934,,0.000966908,37.96572127,0.393259267
304,forest_ref 2b,Forest,uninf_road,Forest,1.013088285,5.3,59.26023691,21.29653719,1.716890204,,21.29653719,12.4041346,0.049113879,0.372502077,0.655649692,0.372831469,0.232167861,13.42798489,0.14635386,0.110704943,0.003598549,0.010637929,0.001705392,0.000598183,22.86165137,0.184783608,85.20220588,0.049756695,0.377377491,0.664231023,0.377711193,0.23520654,13.60373419,0.148269381,0.112153881,0.003645648,0.010777161,0.001727712,0.000606013,23.16087119,0.187202108
305,forest_ref 2c,Forest,uninf_road,Forest,1.017742119,6.34,53.74331827,20.27518508,1.738873351,0.052394912,20.22279016,11.6298235,0.065224757,0.627120005,1.168195169,1.114393216,0.20182828,17.17451533,0.222501498,0.180864114,0.00470002,0.014920927,0.002940888,0.000731777,35.09773232,0.229418072,82.36208236,0.066381983,0.638246443,1.188921426,1.134164913,0.205409142,17.47922763,0.226449146,0.184073026,0.004783408,0.015185656,0.002993066,0.00074476,35.72044046,0.233488435
306,forest_ref 3a,Forest,uninf_road,Forest,1.007659415,4.71,40.36464452,13.3663906,1.091605593,,13.3663906,12.24470695,0.080524648,0.353928267,1.853222417,0.157740198,0.052826482,10.36713007,0.130198792,0.110482632,0.000997612,0.009007103,0.008857624,0.000426486,30.7083209,0.194669313,86.91983122,0.08114142,0.356639151,1.867417016,0.158948396,0.053231101,10.44653622,0.131196039,0.111328864,0.001005253,0.009076092,0.008925468,0.000429752,30.94352866,0.196160366
307,forest_ref 3b,Forest,uninf_road,Forest,1.008165002,5.05,45.31731458,15.17465422,1.247747743,,15.17465422,12.16163629,0.099524158,0.459759233,2.240546511,0.376186815,0.126879308,12.98559622,0.1461073,0.129089688,0.001178284,0.00995957,0.01759511,0.000341187,37.37419064,0.175938333,85.02202643,0.100336773,0.463513168,2.258840576,0.379258381,0.127915277,13.09162363,0.147300266,0.130143705,0.001187905,0.01004089,0.017738774,0.000343973,37.67935096,0.17737487
308,gyinyase 10a,Long-term,inf_road,High,1.05381438,6.35,92.63494434,45.21917505,1.827314135,0.034088782,45.18508627,24.72759631,0.075028905,0.746372081,0.912217752,2.699144269,0.233679914,17.37349626,0.470613591,0.189726438,0.009468932,0.039685281,0.018190051,0.000886436,42.68896331,0.263714072,76.64974619,0.079066539,0.786537632,0.961308185,2.844397044,0.246255254,18.30844019,0.49593937,0.199936448,0.009978497,0.041820919,0.019168937,0.000934139,44.98624341,0.277905681
312,gyinyase 11b,Long-term,inf_road,High,1.010488401,5.07,40.20864827,11.54988243,0.8973137,,11.54988243,12.87162162,0.047725118,0.387130762,0.413962816,0.356855796,0.243686933,16.4830729,0.260664043,0.111634234,0.007327579,0.015421037,0.008140663,0.000656441,36.55172988,0.181813438,85.2557673,0.048225678,0.391191145,0.418304624,0.360598643,0.246242819,16.65595398,0.263397992,0.112805099,0.007404434,0.015582779,0.008226046,0.000663326,36.93509909,0.18372037
315,gyinyase 12b,Long-term,inf_road,High,1.022929885,6.02,43.34993173,12.98098024,0.884834351,0.290452742,12.6905275,14.3422636,0.063786034,0.520782442,0.795016937,1.075296209,0.269635714,19.35761941,0.289192997,0.168323179,0.012074305,0.047505656,0.011923643,0.000957796,41.0405107,0.274506432,83.13131313,0.06524864,0.532723924,0.813246584,1.099952627,0.27581843,19.8014874,0.295824159,0.17218281,0.012351168,0.048594955,0.012197051,0.000979758,41.98156489,0.280800833
317,gyinyase 1a,Long-term,uninf_road,Mid-high,1.026829754,5.43,58.03897282,19.13549428,1.551226973,,19.13549428,12.33571528,0.050965585,0.615830205,0.870168257,0.712867926,0.38761731,30.89767527,0.239347453,0.161197527,0.009012113,0.019943619,0.000138703,0.001665502,42.06572942,0.178523982,78.65546218,0.052332979,0.632352778,0.893514657,0.731993997,0.398016987,31.72665229,0.245769086,0.165522417,0.009253906,0.020478702,0.000142425,0.001710187,43.19434258,0.183313736
321,gyinyase 2b,Long-term,uninf_road,Mid-high,1.097745958,5.04,18.25404157,8.791790714,0.81126047,,8.791790714,10.83719845,0.035434479,0.262964752,0.575008485,0.324994349,0.220577927,11.10667056,0.185537832,0.080308446,0.007222515,0.014906919,0.001263385,0.000499121,16.94116801,0.278595615,91.77877429,0.038898056,0.288668493,0.631213241,0.356761233,0.242138527,12.19230272,0.203673405,0.088158272,0.007928486,0.016364011,0.001386876,0.000547908,18.59709871,0.305827211
324,gyinyase 3b,Long-term,uninf_road,Mid-high,1.008595726,5.69,40.84754058,13.27978162,1.312141714,,13.27978162,10.12069159,0.072503144,0.456325153,1.644812099,0.780519631,0.128248943,15.00940431,0.339042283,0.142053341,0.007534229,0.020565738,0.006209874,0.000712776,32.47042338,0.288383917,85.36585366,0.073126361,0.460247599,1.658950452,0.787228764,0.129351336,15.13842103,0.341956598,0.143274393,0.007598991,0.020742515,0.006263253,0.000718903,32.74953023,0.290862786
326,gyinyase 4a,Long-term,inf_road,High,1.009528046,7.31,35.44309036,11.95281207,1.006499462,0.474546657,11.47826541,11.4041446,0.075923418,0.423615987,1.316290714,1.724784423,0.154008428,12.27419532,0.212160585,0.116737438,0.005684248,0.028114561,0.018102588,0.000750103,26.60317049,0.185468932,87.66388558,0.076646819,0.42765222,1.328832392,1.741218248,0.155475828,12.39114442,0.214182061,0.117849718,0.005738408,0.028382437,0.01827507,0.00075725,26.85664672,0.187236089
330,gyinyase 5b,Long-term,inf_road,High,1.009688826,7.17,27.11658921,12.96440453,1.163161528,0.272287522,12.692117,10.91174072,0.098408551,0.506847342,2.046811591,1.456257227,0.162301898,15.19213946,0.25318438,0.139541886,0.005233739,0.016744497,0.002369214,0.000757586,32.84211854,0.220856339,85.10466989,0.099362014,0.511758098,2.066642793,1.47036665,0.163874413,15.33933345,0.255637439,0.140893883,0.005284448,0.016906732,0.002392169,0.000764926,33.16032012,0.222996178
334,gyinyase 6c,Long-term,inf_road,High,1.008145044,8.31,29.75434264,14.69875473,0.744011042,1.066183294,13.63257144,18.32307677,0.092651714,0.56028476,1.225989871,3.247295564,0.699968727,9.495406112,0.343348193,0.124241079,0.007661606,0.732348342,0.00421322,0.000745948,22.76429675,0.308691874,88.33619211,0.093406366,0.564848304,1.235975612,3.273744927,0.705670003,9.572746608,0.346144779,0.125253028,0.00772401,0.738313351,0.004247537,0.000752024,22.94971294,0.311206183
335,gyinyase 7a,Long-term,inf_road,High,1.015898062,7.62,51.81190355,15.16735807,1.275967966,0.592432669,14.5749254,11.42264209,0.061717091,0.691298587,0.823866988,2.216504101,0.154954357,18.4705112,0.340705342,0.170109658,0.007051637,0.023996051,0.002631606,0.000856839,36.88490346,0.30519878,83.04383788,0.062698273,0.702288895,0.836964877,2.251742221,0.157417831,18.76415653,0.346121896,0.172814072,0.007163744,0.024377542,0.002673444,0.000870461,37.47130195,0.310050849
338,gyinyase 8a,Long-term,inf_road,High,1.003016412,8.06,8.454602461,4.027110894,0.091274493,1.113988628,2.913122266,31.91606061,0.054450576,0.273352029,0.455243237,2.627850104,0.059850208,4.944831045,0.18539747,0.06099737,0.003056343,0.016727329,0.000604801,0.000263052,11.1809811,0.312248809,94.78178368,0.054614821,0.274176572,0.456616438,2.635776782,0.060030741,4.959746692,0.185956705,0.061181363,0.003065562,0.016777785,0.000606626,0.000263845,11.21470755,0.31319068
343,gyinyase 9c,Long-term,inf_road,High,1.010027427,7.59,37.26001284,17.3118701,1.133250773,0.306228764,17.00564134,15.0060708,0.098781002,0.446318927,1.110439746,3.810897357,0.248219967,13.7092564,0.930432562,0.148454325,0.012862387,0.106342362,0.013507903,0.000786702,27.13981999,0.231965806,85.6292517,0.099771522,0.450794357,1.1215746,3.849110853,0.250708975,13.84672497,0.939762406,0.14994294,0.012991364,0.107408702,0.013643352,0.000794591,27.41196255,0.234291826
345,jachie 1b,Short-term,uninf_road,Low,1.028004578,6.54,56.91393688,22.52358031,2.478519039,0.327655676,22.19592464,8.955317386,0.092160347,1.019111535,3.067495716,1.726008641,0.331485909,9.603161708,0.243195074,0.22736675,0.009730909,0.022366258,0.019006025,0.000310289,55.05121309,0.28411145,77.21393035,0.094741258,1.047651324,3.15339964,1.774344785,0.340769032,9.872094203,0.250005649,0.23373406,0.010003419,0.022992616,0.019538281,0.000318979,56.59289911,0.292067872
348,jachie 2b,Short-term,uninf_road,Low,1.013344103,5.55,38.94453419,16.88231276,1.810845913,,16.88231276,9.322887521,0.140586173,0.584657864,2.210399227,1.031866149,0.297208191,10.95262551,0.162250535,0.151873737,0.00538479,0.017369314,0.016049165,0.000484971,31.25692944,0.228290782,84.47916667,0.142462169,0.592459599,2.239895023,1.045635478,0.301174167,11.09877848,0.164415623,0.153900356,0.005456646,0.017601092,0.016263327,0.000491443,31.67402513,0.231337118
350,jachie 3a,Short-term,uninf_road,Low,1.013106706,5.67,27.27862171,11.91413486,1.095168349,,11.91413486,10.87881591,0.181019103,0.475645228,2.12903639,0.597285661,0.18277844,14.48109961,0.118007951,0.112911526,0.002842331,0.010796701,0.003096328,0.000636309,24.46211328,0.311581716,87.83382789,0.183391667,0.48187937,2.156941045,0.605114109,0.185174063,14.67089913,0.119554646,0.114391424,0.002879585,0.01093821,0.003136911,0.000644649,24.78273101,0.315665526
353,jachie 4a,Short-term,inf_road,Mid-low,1.012675345,6.89,44.42681476,14.50151094,1.175716076,,14.50151094,12.33419466,0.179197514,0.604795664,1.46988653,1.770037619,0.243326768,32.93242957,0.504594226,0.154012218,0.01302604,0.04904791,0.005117325,0.001644807,47.58671027,0.176687232,77.2972973,0.181468905,0.612461658,1.488517849,1.792473457,0.246411019,33.34985948,0.510990132,0.155964376,0.013191149,0.049669609,0.005182189,0.001665655,48.18988826,0.178926804
356,jachie 5a,Short-term,inf_road,Mid-low,1.062308835,7.79,44.46192238,17.41124181,1.818672726,0.744371105,16.6668707,9.164304532,0.221122315,0.825787092,1.554366235,2.647149605,0.407699601,43.52193288,0.459564771,0.20270648,0.016581726,0.077342623,,0.002367186,66.06246482,0.251822168,68.62326574,0.234900189,0.877240924,1.651216985,2.812090414,0.433102889,46.23373382,0.488199716,0.215336885,0.017614915,0.082161752,,0.002514683,70.17874004,0.267512914
361,jachie 6c,Short-term,inf_road,Mid-low,1.047039274,7.56,68.82657051,29.76732655,3.562027609,1.461828828,28.30549772,7.946456577,0.22695823,2.159298986,2.730706662,17.20666857,0.345161376,52.39482266,0.906173011,0.458171023,0.035810934,0.130204581,,0.002974996,62.47262686,0.262807005,59.07626208,0.23763418,2.260870842,2.85915712,18.01605776,0.361397516,54.85943706,0.948798731,0.479723055,0.037495454,0.13632931,,0.003114938,65.41129385,0.275169255
363,kaase 1b,Long-term,uninf_road,Mid-high,1.049590607,7.93,102.3898086,52.10167774,3.722897884,5.548036577,46.55364116,12.50467851,0.203983875,1.132875667,2.694507688,3.72510806,0.58557974,30.70303289,0.533624722,0.347212566,0.016174076,0.025981079,,0.001545052,42.79686526,0.320912497,74.33722163,0.214099559,1.189055659,2.82812996,3.90983843,0.614618995,32.22561493,0.560087496,0.364431048,0.016976158,0.027269496,,0.001621672,44.91918779,0.336826743
365,kaase 2a,Long-term,uninf_road,Mid-high,1.042259322,8,143.5828436,82.66158685,6.496402356,9.451153547,73.21043331,11.269381,0.117286,3.847179324,2.621898949,26.33844754,0.252242638,31.25546342,1.354900564,0.446974488,0.025275226,0.072708087,,0.001587641,27.35973927,0.114322034,62.52983294,0.122242427,4.009758515,2.732698622,27.45149248,0.262902241,32.57629812,1.412157744,0.465863327,0.02634334,0.075780681,,0.001654733,28.51594331,0.119153206
369,kaase 3b,Long-term,uninf_road,Mid-high,1.07698294,7.89,106.1053758,47.53802697,4.561022751,3.231026385,44.30700059,9.714268708,0.12951806,1.718260748,2.463988474,8.209259331,0.285415742,41.93662824,0.850871027,0.425584747,0.027092762,0.062840489,,0.002134023,54.40277898,0.251758996,65.87301587,0.139488741,1.850537512,2.65367355,8.841232249,0.307387885,45.16503318,0.91637358,0.458347512,0.029178443,0.067678135,,0.002298306,58.59086485,0.271140144
371,kentinkrono 1a,Long-term,inf_road,High,1.013158629,7.91,38.22888943,13.80740126,1.315070844,0.351787427,13.45561383,10.23185473,0.138984511,0.629931731,3.656896117,1.261762826,0.118139044,12.66198179,0.436366115,0.156326627,0.005861241,0.035230709,0.036013263,0.000703826,59.96775201,0.212498135,83.78378378,0.140813357,0.638220769,3.705015858,1.278365896,0.119693592,12.82859611,0.442108095,0.158383671,0.005938367,0.035694297,0.036487148,0.000713087,60.75684544,0.215294319
374,kentinkrono 2a,Long-term,inf_road,High,1.016240791,5.71,36.57990297,14.13876595,1.271818139,,14.13876595,11.11697146,0.075932232,0.521431619,1.500904853,0.762409003,0.128903118,14.67159451,0.212518353,0.142881236,0.003309951,0.042503057,0.169939823,0.000624083,46.76109575,0.169663096,82.74907749,0.077165432,0.52990008,1.525280734,0.774791128,0.130996607,14.9098728,0.215969819,0.14520174,0.003363707,0.04319334,0.17269978,0.000634219,47.52053292,0.172418558
378,kentinkrono 3b,Long-term,inf_road,High,1.031561021,5.15,40.42995532,18.16018402,1.520614257,,18.16018402,11.94266326,0.071244959,0.575506537,1.519038481,0.529395671,0.141179651,18.0241331,0.230684096,0.153721224,0.005074613,0.020465975,0.017846708,0.000829449,49.59416247,0.072753577,78.39036755,0.073493523,0.593670111,1.566980886,0.546103938,0.145635425,18.59299315,0.237964722,0.158572822,0.005234773,0.021111902,0.018409968,0.000855627,51.15940487,0.075049754
380,kenyasi 1a,Long-term,inf_road,High,1.007860958,7.42,26.64759009,11.76173738,0.91513775,1.079004187,10.68273319,11.67336086,0.043063423,0.365798428,0.803904282,1.558785291,0.207118171,13.7494044,0.274413153,0.097945074,0.006459575,0.129493615,,0.00071618,16.98928774,0.103860954,89.77317947,0.043401943,0.368673954,0.81022374,1.571038836,0.208746318,13.85748789,0.276570304,0.098715016,0.006510354,0.130511558,,0.00072181,17.12283981,0.104677401
385,kenyasi 2c,Long-term,inf_road,High,1.01420506,7.27,51.19250118,26.92714433,1.79615716,1.437229476,25.48991485,14.1913611,0.104700828,0.581080692,1.102347432,8.50957551,0.239657318,13.13955884,2.137731397,0.199511635,0.051433999,0.377269571,0.016450575,0.001479973,24.17232731,0.123281092,82.29240596,0.10618811,0.589334977,1.118006343,8.630454536,0.243061664,13.32620706,2.168097999,0.20234571,0.052164622,0.382628708,0.016684256,0.001500997,24.51569666,0.125032307
388,kenyasi 3c,Long-term,uninf_road,Mid-high,1.014464327,7.71,37.77923784,18.72701148,1.126055403,0.962902837,17.76410864,15.77551921,0.068724506,0.582950843,0.772293012,2.822032468,0.20673617,11.4412835,0.417078395,0.125077095,0.00776926,0.089440437,0.012495077,0.000602601,29.79263969,0.115614696,84.93023256,0.069718559,0.591382835,0.78346371,2.862851269,0.20972647,11.60677397,0.423111154,0.126886251,0.007881637,0.090734132,0.01267581,0.000611317,30.22357017,0.117286985
389,kenyasi 4a,Long-term,uninf_road,Mid-high,1.016699082,7.55,52.84731372,24.60411778,1.719238148,1.134268443,23.46984934,13.65130792,0.130216835,0.709890707,1.599385141,6.732911201,0.213798787,22.61351748,0.884559891,0.218911815,0.024800461,0.148706383,0.01978062,0.001229147,41.40671826,0.079407102,77.44133232,0.132391337,0.72174523,1.626093404,6.845344637,0.21736903,22.99114246,0.899331229,0.222567441,0.025214606,0.151189643,0.020110938,0.001249672,42.09817244,0.080733128
393,kenyasi 5b,Long-term,uninf_road,Mid-high,1.008886285,6.88,36.87319955,10.94641619,0.798029051,0.156139714,10.79027648,13.52115748,0.063233498,0.413781696,1.010403616,1.605643101,0.269514494,15.94728392,0.27270482,0.128448734,0.014570397,0.109924792,0.025880964,0.000949762,35.33542676,0.100325163,85.05007153,0.063795409,0.417458678,1.01938235,1.619911303,0.271909477,16.08899603,0.275128153,0.129590166,0.014699874,0.110901615,0.02611095,0.000958202,35.64942743,0.101216681
395,kenyasi 6a,Long-term,uninf_road,Mid-high,1.013509058,7.13,33.71269272,12.95264576,0.733780558,0.201690747,12.75095501,17.37706849,0.047983282,0.455841485,1.079497151,1.562561058,0.157141685,20.59532128,0.220995406,0.115686612,0.004974985,0.021227591,0.005308572,0.001042372,43.87471959,0.193049807,81.36324418,0.048631491,0.461999474,1.09408014,1.583669785,0.159264521,20.87354466,0.223980845,0.117249429,0.005042192,0.021514355,0.005380285,0.001056454,44.46742571,0.195657728
400,knust 10c,Long-term,inf_road,High,1.005847151,5.63,17.22118517,7.351625687,0.676672877,,7.351625687,10.86437175,0.023095833,0.297296226,1.336372667,0.69210442,0.044420985,6.582545254,0.49721441,0.077685464,0.003229933,0.013729366,0.017587985,0.000465708,23.11238445,0.038304979,90.97938144,0.023230878,0.299034561,1.344186639,0.696151259,0.044680721,6.621034387,0.500121697,0.078139702,0.003248819,0.013809644,0.017690824,0.000468431,23.24752604,0.038528954
401,knust 11a,Long-term,inf_road,High,1.008416928,5.19,33.93351119,13.28732861,1.279984322,,13.28732861,10.38085262,0.011552447,0.415724829,1.246692783,0.53520708,0.085825854,10.45225452,0.228391442,0.136525826,0.007175066,0.021529128,0.012772158,0.000596908,29.84278252,0.037927711,88.12589413,0.011649684,0.419223955,1.257186107,0.53971188,0.086548244,10.54023039,0.230313796,0.137674954,0.007235458,0.021710338,0.01287966,0.000601932,30.09396708,0.038246946
404,knust 12a,Long-term,inf_road,High,1.010438891,4.81,39.21609442,16.75655496,1.47048498,,16.75655496,11.39525748,0.082148431,0.594579667,3.458183731,0.498229427,0.117294775,13.82744728,0.329640912,0.172622399,0.003842814,0.021755972,0.033419395,0.000882673,55.02046388,0.020195588,79.67257844,0.083005969,0.60078642,3.494283336,0.503430389,0.118519203,13.9717905,0.333081998,0.174424385,0.003882929,0.021983081,0.033768256,0.000891887,55.59481653,0.020406407
409,knust 1c,Long-term,uninf_road,Mid-high,1.018988626,5.89,67.35729161,29.02432293,2.566643805,,29.02432293,11.30827849,0.054691694,0.595733669,0.809879197,1.709000471,0.410124319,22.86107381,0.655219095,0.301472337,0.016021464,0.03207281,,0.001111046,39.27843641,0.133430638,78.19790829,0.055730214,0.607045833,0.82525769,1.741452042,0.417912017,23.29517419,0.667660805,0.307196883,0.016325689,0.032681828,,0.001132143,40.02427995,0.135964302
410,knust 2a,Long-term,uninf_road,Mid-high,1.012664712,5.5,43.11626225,13.28364212,1.253316774,,13.28364212,10.59879066,0.058287941,0.483083759,0.567600611,0.73067272,0.293576288,26.78727282,0.287479151,0.157573487,0.010901712,0.021621466,,0.001356696,46.35441448,0.160221711,79.13385827,0.059026141,0.489201876,0.574789109,0.739926479,0.297294347,27.12652591,0.291119991,0.15956911,0.011039779,0.021895296,,0.001373879,46.94147977,0.162250873
413,knust 3a,Long-term,inf_road,High,1.010546311,6.42,40.80017412,14.98229004,1.325676664,0.502275148,14.4800149,10.922735,0.058039225,0.527193571,1.28442683,1.325735734,0.285755315,17.10745445,0.375219233,0.14920335,0.00693702,0.024047806,0.005994929,0.000828705,34.20044817,0.177145553,83.32288401,0.058651324,0.532753518,1.297972794,1.339717355,0.288768979,17.28787498,0.379176412,0.150776895,0.00701018,0.024301422,0.006058153,0.000837445,34.56113672,0.179013785
417,knust 4b,Long-term,inf_road,High,1.003911678,5.86,13.76167087,6.60018309,0.581017533,,6.60018309,11.35969693,0.040170119,0.207797406,0.626938717,0.518679907,0.088487099,5.651326551,0.232296959,0.063187624,0.00210214,0.013001415,0.008861518,0.000343273,14.09371536,0.263375904,93.15684316,0.040327251,0.208610242,0.629391099,0.520708815,0.088833232,5.673432718,0.23320563,0.063434794,0.002110363,0.013052273,0.008896182,0.000344615,14.14884543,0.264406145
419,knust 5a,Long-term,inf_road,High,1.007676628,6.12,26.08744437,13.06980282,1.058725976,0.189673782,12.88012903,12.16568718,0.05070955,0.354609971,1.11743527,0.779420931,0.267684055,9.905143254,0.287460641,0.106756636,0.005785969,0.179702269,0.020044838,0.00068464,26.61870533,0.201256793,88.34726091,0.051098828,0.35733218,1.126013404,0.785404255,0.269738965,9.981181353,0.289667369,0.107576167,0.005830386,0.181081776,0.020198715,0.000689895,26.82304723,0.202801766
422,knust 6a,Long-term,inf_road,High,1.014385617,5.38,55.93447152,20.19835799,1.596655158,,20.19835799,12.65041978,0.096148139,0.572557629,2.301569207,0.838456955,0.112297602,19.05218045,0.499630184,0.186056767,0.007679378,0.035108362,0.015672559,0.000996745,57.05875646,0.159785266,76.2541806,0.097531289,0.580794224,2.3346787,0.850518675,0.113913072,19.32625781,0.506817672,0.188733308,0.007789851,0.035613417,0.015898019,0.001011083,57.87958185,0.162083876
